estimator,obs_prob,query_obs_prob,n_models,seed,predictor,mds_dim,bias_decomp,logit,mae
rbf_unpaired,0.1,1.0,95,21,knn,8,True,True,0.12354470834119563
rbf_combined,0.1,1.0,95,21,knn,8,True,True,0.12070273832570881
matcomplete,0.1,1.0,95,21,na,0,True,True,0.11420839802654713
rbf_paired,0.1,1.0,95,22,knn,8,True,True,0.12157616128936553
rbf_unpaired,0.1,1.0,95,22,knn,8,True,True,0.1243751394494469
rbf_combined,0.1,1.0,95,22,knn,8,True,True,0.11439146031810907
matcomplete,0.1,1.0,95,22,na,0,True,True,0.09214390949285287
rbf_paired,0.1,1.0,95,23,knn,8,True,True,0.13730427295921319
rbf_unpaired,0.1,1.0,95,23,knn,8,True,True,0.13710634784301412
rbf_combined,0.1,1.0,95,23,knn,8,True,True,0.11941769692363112
matcomplete,0.1,1.0,95,23,na,0,True,True,0.13189359148594443
rbf_paired,0.1,1.0,95,24,knn,8,True,True,0.1152456802437682
rbf_unpaired,0.1,1.0,95,24,knn,8,True,True,0.11776145567389448
rbf_combined,0.1,1.0,95,24,knn,8,True,True,0.10961631313103229
matcomplete,0.1,1.0,95,24,na,0,True,True,0.10059626137348077
rbf_paired,0.2,1.0,95,0,knn,8,True,True,0.11449682701979548
rbf_unpaired,0.2,1.0,95,0,knn,8,True,True,0.12073420318271229
rbf_combined,0.2,1.0,95,0,knn,8,True,True,0.09020879319268126
matcomplete,0.2,1.0,95,0,na,0,True,True,0.10683765893944734
rbf_paired,0.2,1.0,95,1,knn,8,True,True,0.11985671204771918
rbf_unpaired,0.2,1.0,95,1,knn,8,True,True,0.1328191896283349
rbf_combined,0.2,1.0,95,1,knn,8,True,True,0.11177640620898255
matcomplete,0.2,1.0,95,1,na,0,True,True,0.1060542701193007
rbf_paired,0.2,1.0,95,2,knn,8,True,True,0.105556214003651
rbf_unpaired,0.2,1.0,95,2,knn,8,True,True,0.10854811304521915
rbf_combined,0.2,1.0,95,2,knn,8,True,True,0.10302837804853675
matcomplete,0.2,1.0,95,2,na,0,True,True,0.10830512812834166
rbf_paired,0.2,1.0,95,3,knn,8,True,True,0.10256806226087799
rbf_unpaired,0.2,1.0,95,3,knn,8,True,True,0.10166720760811956
rbf_combined,0.2,1.0,95,3,knn,8,True,True,0.09119191136059596
matcomplete,0.2,1.0,95,3,na,0,True,True,0.1080998476918533
rbf_paired,0.2,1.0,95,4,knn,8,True,True,0.11149684909703854
rbf_unpaired,0.2,1.0,95,4,knn,8,True,True,0.1116096055742001
rbf_combined,0.2,1.0,95,4,knn,8,True,True,0.10101136631486411
matcomplete,0.2,1.0,95,4,na,0,True,True,0.11422971776947502
rbf_paired,0.2,1.0,95,5,knn,8,True,True,0.10765532910704168
rbf_unpaired,0.2,1.0,95,5,knn,8,True,True,0.11308534482656261
rbf_combined,0.2,1.0,95,5,knn,8,True,True,0.11169916251302155
matcomplete,0.2,1.0,95,5,na,0,True,True,0.11989750445580732
rbf_paired,0.2,1.0,95,6,knn,8,True,True,0.11242614859889553
rbf_unpaired,0.2,1.0,95,6,knn,8,True,True,0.11166640041815598
rbf_combined,0.2,1.0,95,6,knn,8,True,True,0.1066112839795718
matcomplete,0.2,1.0,95,6,na,0,True,True,0.11502266159580143
rbf_paired,0.2,1.0,95,7,knn,8,True,True,0.10417939814767462
rbf_unpaired,0.2,1.0,95,7,knn,8,True,True,0.10253505940680682
rbf_combined,0.2,1.0,95,7,knn,8,True,True,0.09673880975427698
matcomplete,0.2,1.0,95,7,na,0,True,True,0.11383640413663113
rbf_paired,0.2,1.0,95,8,knn,8,True,True,0.11665268511845275
rbf_unpaired,0.2,1.0,95,8,knn,8,True,True,0.1204801784455016
rbf_combined,0.2,1.0,95,8,knn,8,True,True,0.11175159650767838
matcomplete,0.2,1.0,95,8,na,0,True,True,0.10680755080287446
rbf_paired,0.2,1.0,95,9,knn,8,True,True,0.10290414816030838
rbf_unpaired,0.2,1.0,95,9,knn,8,True,True,0.10103859931696768
rbf_combined,0.2,1.0,95,9,knn,8,True,True,0.10037911713570871
matcomplete,0.2,1.0,95,9,na,0,True,True,0.10782258748958054
rbf_paired,0.2,1.0,95,10,knn,8,True,True,0.12202874878942489
rbf_unpaired,0.2,1.0,95,10,knn,8,True,True,0.12331197402167471
rbf_combined,0.2,1.0,95,10,knn,8,True,True,0.10395812950678494
matcomplete,0.2,1.0,95,10,na,0,True,True,0.1179425663364168
rbf_paired,0.2,1.0,95,11,knn,8,True,True,0.09774187103436333
rbf_unpaired,0.2,1.0,95,11,knn,8,True,True,0.09805056127799207
rbf_combined,0.2,1.0,95,11,knn,8,True,True,0.09499085883366984
matcomplete,0.2,1.0,95,11,na,0,True,True,0.10045272659067271
rbf_paired,0.2,1.0,95,12,knn,8,True,True,0.10531898430025512
rbf_unpaired,0.2,1.0,95,12,knn,8,True,True,0.10416024390772288
rbf_combined,0.2,1.0,95,12,knn,8,True,True,0.10042796445166426
matcomplete,0.2,1.0,95,12,na,0,True,True,0.10156980517018746
rbf_paired,0.2,1.0,95,13,knn,8,True,True,0.12755598532255052
rbf_unpaired,0.2,1.0,95,13,knn,8,True,True,0.1294722564541363
rbf_combined,0.2,1.0,95,13,knn,8,True,True,0.11364911044361528
matcomplete,0.2,1.0,95,13,na,0,True,True,0.10564993396595432
rbf_paired,0.2,1.0,95,14,knn,8,True,True,0.10691914039135095
rbf_unpaired,0.2,1.0,95,14,knn,8,True,True,0.1111010961524968
rbf_combined,0.2,1.0,95,14,knn,8,True,True,0.10230495078787918
matcomplete,0.2,1.0,95,14,na,0,True,True,0.09293081181533937
rbf_paired,0.2,1.0,95,15,knn,8,True,True,0.1074164924087173
rbf_unpaired,0.2,1.0,95,15,knn,8,True,True,0.11082266889269184
rbf_combined,0.2,1.0,95,15,knn,8,True,True,0.10746375797979477
matcomplete,0.2,1.0,95,15,na,0,True,True,0.10836910886685629
rbf_paired,0.2,1.0,95,16,knn,8,True,True,0.12008876149985068
rbf_unpaired,0.2,1.0,95,16,knn,8,True,True,0.12009113090995006
rbf_combined,0.2,1.0,95,16,knn,8,True,True,0.11542625500520085
matcomplete,0.2,1.0,95,16,na,0,True,True,0.11350480725591036
rbf_paired,0.2,1.0,95,17,knn,8,True,True,0.10845827280902809
rbf_unpaired,0.2,1.0,95,17,knn,8,True,True,0.10842654312668813
rbf_combined,0.2,1.0,95,17,knn,8,True,True,0.10309254087362588
matcomplete,0.2,1.0,95,17,na,0,True,True,0.09631485884326717
rbf_paired,0.2,1.0,95,18,knn,8,True,True,0.10430441789178277
rbf_unpaired,0.2,1.0,95,18,knn,8,True,True,0.10462226734833768
rbf_combined,0.2,1.0,95,18,knn,8,True,True,0.09869182939371281
matcomplete,0.2,1.0,95,18,na,0,True,True,0.12423059148144791
rbf_paired,0.2,1.0,95,19,knn,8,True,True,0.12071987894266788
rbf_unpaired,0.2,1.0,95,19,knn,8,True,True,0.12602597701519436
rbf_combined,0.2,1.0,95,19,knn,8,True,True,0.10824774356889749
matcomplete,0.2,1.0,95,19,na,0,True,True,0.11141889150909416
rbf_paired,0.2,1.0,95,20,knn,8,True,True,0.10244128716200566
rbf_unpaired,0.2,1.0,95,20,knn,8,True,True,0.10449387075709862
rbf_combined,0.2,1.0,95,20,knn,8,True,True,0.10060302698633036
matcomplete,0.2,1.0,95,20,na,0,True,True,0.10580345739970991
rbf_paired,0.2,1.0,95,21,knn,8,True,True,0.1123545844834788
rbf_unpaired,0.2,1.0,95,21,knn,8,True,True,0.11177794234702712
rbf_combined,0.2,1.0,95,21,knn,8,True,True,0.104530416885308
matcomplete,0.2,1.0,95,21,na,0,True,True,0.08493681180746411
rbf_paired,0.2,1.0,95,22,knn,8,True,True,0.09722022270912296
rbf_unpaired,0.2,1.0,95,22,knn,8,True,True,0.10181676061460053
rbf_combined,0.2,1.0,95,22,knn,8,True,True,0.0879613787116419
matcomplete,0.2,1.0,95,22,na,0,True,True,0.099402615608461
rbf_paired,0.2,1.0,95,23,knn,8,True,True,0.12307275642621997
rbf_unpaired,0.2,1.0,95,23,knn,8,True,True,0.12204013058012965
rbf_combined,0.2,1.0,95,23,knn,8,True,True,0.10990778418755312
matcomplete,0.2,1.0,95,23,na,0,True,True,0.09609963813238621
rbf_paired,0.2,1.0,95,24,knn,8,True,True,0.10744166626625923
rbf_unpaired,0.2,1.0,95,24,knn,8,True,True,0.1082824148124017
rbf_combined,0.2,1.0,95,24,knn,8,True,True,0.09925191303036471
matcomplete,0.2,1.0,95,24,na,0,True,True,0.11094013498795313
rbf_paired,0.3,1.0,95,0,knn,8,True,True,0.10445960975511318
rbf_unpaired,0.3,1.0,95,0,knn,8,True,True,0.11813878321786908
rbf_combined,0.3,1.0,95,0,knn,8,True,True,0.08574663266948067
matcomplete,0.3,1.0,95,0,na,0,True,True,0.12335190589155515
rbf_paired,0.3,1.0,95,1,knn,8,True,True,0.11331231471362375
rbf_unpaired,0.3,1.0,95,1,knn,8,True,True,0.11414190681877572
rbf_combined,0.3,1.0,95,1,knn,8,True,True,0.09158135669690384
matcomplete,0.3,1.0,95,1,na,0,True,True,0.10366171581369298
rbf_paired,0.3,1.0,95,2,knn,8,True,True,0.09536371159289467
rbf_unpaired,0.3,1.0,95,2,knn,8,True,True,0.09928059791327339
rbf_combined,0.3,1.0,95,2,knn,8,True,True,0.0900628220665965
matcomplete,0.3,1.0,95,2,na,0,True,True,0.08706442005117142
rbf_paired,0.3,1.0,95,3,knn,8,True,True,0.0953058422901657
rbf_unpaired,0.3,1.0,95,3,knn,8,True,True,0.09741412972138995
rbf_combined,0.3,1.0,95,3,knn,8,True,True,0.08904227455851371
matcomplete,0.3,1.0,95,3,na,0,True,True,0.0933105738421004
rbf_paired,0.3,1.0,95,4,knn,8,True,True,0.09690180616222213
rbf_unpaired,0.3,1.0,95,4,knn,8,True,True,0.104135392613101
rbf_combined,0.3,1.0,95,4,knn,8,True,True,0.09545072232831353
matcomplete,0.3,1.0,95,4,na,0,True,True,0.11432483305600731
rbf_paired,0.3,1.0,95,5,knn,8,True,True,0.09508772622846734
rbf_unpaired,0.3,1.0,95,5,knn,8,True,True,0.09457089403411245
rbf_combined,0.3,1.0,95,5,knn,8,True,True,0.0912383692407552
matcomplete,0.3,1.0,95,5,na,0,True,True,0.08610135077480044
rbf_paired,0.3,1.0,95,6,knn,8,True,True,0.1036892047469705
rbf_unpaired,0.3,1.0,95,6,knn,8,True,True,0.10115613812635213
rbf_combined,0.3,1.0,95,6,knn,8,True,True,0.0930478932996108
matcomplete,0.3,1.0,95,6,na,0,True,True,0.10643422795842031
rbf_paired,0.3,1.0,95,7,knn,8,True,True,0.09527210944253042
rbf_unpaired,0.3,1.0,95,7,knn,8,True,True,0.09592786675539433
rbf_combined,0.3,1.0,95,7,knn,8,True,True,0.09190235172459675
matcomplete,0.3,1.0,95,7,na,0,True,True,0.12083588811586347
rbf_paired,0.3,1.0,95,8,knn,8,True,True,0.10225516533552359
rbf_unpaired,0.3,1.0,95,8,knn,8,True,True,0.11174902233754651
rbf_combined,0.3,1.0,95,8,knn,8,True,True,0.09105098999191186
matcomplete,0.3,1.0,95,8,na,0,True,True,0.09264889030240094
rbf_paired,0.3,1.0,95,9,knn,8,True,True,0.09655881953278597
rbf_unpaired,0.3,1.0,95,9,knn,8,True,True,0.09164634115259317
rbf_combined,0.3,1.0,95,9,knn,8,True,True,0.09192939775786109
matcomplete,0.3,1.0,95,9,na,0,True,True,0.08580522484678349
rbf_paired,0.3,1.0,95,10,knn,8,True,True,0.10700874567074746
rbf_unpaired,0.3,1.0,95,10,knn,8,True,True,0.1091883251988618
rbf_combined,0.3,1.0,95,10,knn,8,True,True,0.09347789387727508
matcomplete,0.3,1.0,95,10,na,0,True,True,0.09056753491171576
rbf_paired,0.3,1.0,95,11,knn,8,True,True,0.098636294885864
rbf_unpaired,0.3,1.0,95,11,knn,8,True,True,0.09780354632500222
rbf_combined,0.3,1.0,95,11,knn,8,True,True,0.09468383475645281
matcomplete,0.3,1.0,95,11,na,0,True,True,0.09446786335310685
rbf_paired,0.3,1.0,95,12,knn,8,True,True,0.10451130961096798
rbf_unpaired,0.3,1.0,95,12,knn,8,True,True,0.10399598478146964
rbf_combined,0.3,1.0,95,12,knn,8,True,True,0.08954835619559637
matcomplete,0.3,1.0,95,12,na,0,True,True,0.09851162053880068
rbf_paired,0.3,1.0,95,13,knn,8,True,True,0.11738660748491041
rbf_unpaired,0.3,1.0,95,13,knn,8,True,True,0.11531107669812123
rbf_combined,0.3,1.0,95,13,knn,8,True,True,0.1051455282472645
matcomplete,0.3,1.0,95,13,na,0,True,True,0.08423929013622178
rbf_paired,0.3,1.0,95,14,knn,8,True,True,0.10042448043302903
rbf_unpaired,0.3,1.0,95,14,knn,8,True,True,0.10427732150573063
rbf_combined,0.3,1.0,95,14,knn,8,True,True,0.08904463029885593
matcomplete,0.3,1.0,95,14,na,0,True,True,0.09117868063094882
rbf_paired,0.3,1.0,95,15,knn,8,True,True,0.0963093530474228
rbf_unpaired,0.3,1.0,95,15,knn,8,True,True,0.0963914739467658
rbf_combined,0.3,1.0,95,15,knn,8,True,True,0.09510712964319383
matcomplete,0.3,1.0,95,15,na,0,True,True,0.10633678995838727
rbf_paired,0.3,1.0,95,16,knn,8,True,True,0.09619161625452631
rbf_unpaired,0.3,1.0,95,16,knn,8,True,True,0.09546607356698988
rbf_combined,0.3,1.0,95,16,knn,8,True,True,0.0925663185247993
matcomplete,0.3,1.0,95,16,na,0,True,True,0.08560053591354104
rbf_paired,0.3,1.0,95,17,knn,8,True,True,0.1008529118397352
rbf_unpaired,0.3,1.0,95,17,knn,8,True,True,0.10193293408697214
rbf_combined,0.3,1.0,95,17,knn,8,True,True,0.09313622776033821
matcomplete,0.3,1.0,95,17,na,0,True,True,0.08944143919093946
rbf_paired,0.3,1.0,95,18,knn,8,True,True,0.09779050511534877
rbf_unpaired,0.3,1.0,95,18,knn,8,True,True,0.09988191456752576
rbf_combined,0.3,1.0,95,18,knn,8,True,True,0.09263803210316696
matcomplete,0.3,1.0,95,18,na,0,True,True,0.09451400387179346
rbf_paired,0.3,1.0,95,19,knn,8,True,True,0.12519492635056767
rbf_unpaired,0.3,1.0,95,19,knn,8,True,True,0.11557338720108759
rbf_combined,0.3,1.0,95,19,knn,8,True,True,0.09662702884867463
matcomplete,0.3,1.0,95,19,na,0,True,True,0.10020708420939987
rbf_paired,0.3,1.0,95,20,knn,8,True,True,0.09362228304264802
rbf_unpaired,0.3,1.0,95,20,knn,8,True,True,0.10092811158210425
rbf_combined,0.3,1.0,95,20,knn,8,True,True,0.0862821720309053
matcomplete,0.3,1.0,95,20,na,0,True,True,0.08898837891217062
rbf_paired,0.3,1.0,95,21,knn,8,True,True,0.09805489822479789
rbf_unpaired,0.3,1.0,95,21,knn,8,True,True,0.10444540352026417
rbf_combined,0.3,1.0,95,21,knn,8,True,True,0.08985651864928831
matcomplete,0.3,1.0,95,21,na,0,True,True,0.08026486930377502
rbf_paired,0.3,1.0,95,22,knn,8,True,True,0.09805670367009725
rbf_unpaired,0.3,1.0,95,22,knn,8,True,True,0.10192307633760066
rbf_combined,0.3,1.0,95,22,knn,8,True,True,0.08619017366027493
matcomplete,0.3,1.0,95,22,na,0,True,True,0.09179735392188118
rbf_paired,0.3,1.0,95,23,knn,8,True,True,0.10946953916343859
rbf_unpaired,0.3,1.0,95,23,knn,8,True,True,0.11373892845320765
rbf_combined,0.3,1.0,95,23,knn,8,True,True,0.10053456742261815
matcomplete,0.3,1.0,95,23,na,0,True,True,0.11949339659264781
rbf_paired,0.3,1.0,95,24,knn,8,True,True,0.09135196645965674
rbf_unpaired,0.3,1.0,95,24,knn,8,True,True,0.09496200070628259
rbf_combined,0.3,1.0,95,24,knn,8,True,True,0.08917067819458024
matcomplete,0.3,1.0,95,24,na,0,True,True,0.08303407641224098
rbf_paired,0.5,1.0,95,0,knn,8,True,True,0.08660031660177495
rbf_unpaired,0.5,1.0,95,0,knn,8,True,True,0.08986791302268513
rbf_combined,0.5,1.0,95,0,knn,8,True,True,0.07261502975906876
matcomplete,0.5,1.0,95,0,na,0,True,True,0.09060126307413609
rbf_paired,0.5,1.0,95,1,knn,8,True,True,0.09511357313404148
rbf_unpaired,0.5,1.0,95,1,knn,8,True,True,0.09911306738228486
rbf_combined,0.5,1.0,95,1,knn,8,True,True,0.08366338031147473
matcomplete,0.5,1.0,95,1,na,0,True,True,0.10305323538049081
rbf_paired,0.5,1.0,95,2,knn,8,True,True,0.08834209649374117
rbf_unpaired,0.5,1.0,95,2,knn,8,True,True,0.09544472469804052
rbf_combined,0.5,1.0,95,2,knn,8,True,True,0.080013277595273
matcomplete,0.5,1.0,95,2,na,0,True,True,0.08652137037919967
rbf_paired,0.5,1.0,95,3,knn,8,True,True,0.08472681808441482
rbf_unpaired,0.5,1.0,95,3,knn,8,True,True,0.08858573051216485
rbf_combined,0.5,1.0,95,3,knn,8,True,True,0.07552236216957886
matcomplete,0.5,1.0,95,3,na,0,True,True,0.08370094468567346
rbf_paired,0.5,1.0,95,4,knn,8,True,True,0.09066355773354952
rbf_unpaired,0.5,1.0,95,4,knn,8,True,True,0.09331270105640915
rbf_combined,0.5,1.0,95,4,knn,8,True,True,0.08297293222972067
matcomplete,0.5,1.0,95,4,na,0,True,True,0.08346651481305822
rbf_paired,0.5,1.0,95,5,knn,8,True,True,0.09025493305566751
rbf_unpaired,0.5,1.0,95,5,knn,8,True,True,0.09566172886860648
rbf_combined,0.5,1.0,95,5,knn,8,True,True,0.08403915012773108
matcomplete,0.5,1.0,95,5,na,0,True,True,0.0740548481161641
rbf_paired,0.5,1.0,95,6,knn,8,True,True,0.09281896001117634
rbf_unpaired,0.5,1.0,95,6,knn,8,True,True,0.09796278577656736
rbf_combined,0.5,1.0,95,6,knn,8,True,True,0.07742466181831385
matcomplete,0.5,1.0,95,6,na,0,True,True,0.08469134212141062
rbf_paired,0.5,1.0,95,7,knn,8,True,True,0.09643597167055547
rbf_unpaired,0.5,1.0,95,7,knn,8,True,True,0.09752533445896332
rbf_combined,0.5,1.0,95,7,knn,8,True,True,0.08376382210292878
matcomplete,0.5,1.0,95,7,na,0,True,True,0.08623875243490262
rbf_paired,0.5,1.0,95,8,knn,8,True,True,0.09998594054746701
rbf_unpaired,0.5,1.0,95,8,knn,8,True,True,0.10271851929245553
rbf_combined,0.5,1.0,95,8,knn,8,True,True,0.08060506577251404
matcomplete,0.5,1.0,95,8,na,0,True,True,0.07276681119380397
rbf_paired,0.5,1.0,95,9,knn,8,True,True,0.09004194778412579
rbf_unpaired,0.5,1.0,95,9,knn,8,True,True,0.09523327142263714
rbf_combined,0.5,1.0,95,9,knn,8,True,True,0.07782969324094631
matcomplete,0.5,1.0,95,9,na,0,True,True,0.08386921079168114
rbf_paired,0.5,1.0,95,10,knn,8,True,True,0.09108156599310314
rbf_unpaired,0.5,1.0,95,10,knn,8,True,True,0.0976781132389217
rbf_combined,0.5,1.0,95,10,knn,8,True,True,0.07394989409587589
matcomplete,0.5,1.0,95,10,na,0,True,True,0.08810009323150915
rbf_paired,0.5,1.0,95,11,knn,8,True,True,0.0963900275945012
rbf_unpaired,0.5,1.0,95,11,knn,8,True,True,0.10453040503379273
rbf_combined,0.5,1.0,95,11,knn,8,True,True,0.0827246926425786
matcomplete,0.5,1.0,95,11,na,0,True,True,0.09357614166938523
rbf_paired,0.5,1.0,95,12,knn,8,True,True,0.09253118926091805
rbf_unpaired,0.5,1.0,95,12,knn,8,True,True,0.09137204442363295
rbf_combined,0.5,1.0,95,12,knn,8,True,True,0.07907368850300264
matcomplete,0.5,1.0,95,12,na,0,True,True,0.08443474281713731
rbf_paired,0.5,1.0,95,13,knn,8,True,True,0.07851706882779684
rbf_unpaired,0.5,1.0,95,13,knn,8,True,True,0.08926306419162834
rbf_combined,0.5,1.0,95,13,knn,8,True,True,0.06937254416577207
matcomplete,0.5,1.0,95,13,na,0,True,True,0.08077265626287711
rbf_paired,0.5,1.0,95,14,knn,8,True,True,0.09112749081187513
rbf_unpaired,0.5,1.0,95,14,knn,8,True,True,0.0897079356177069
rbf_combined,0.5,1.0,95,14,knn,8,True,True,0.07654210209764918
matcomplete,0.5,1.0,95,14,na,0,True,True,0.0875150168063164
rbf_paired,0.5,1.0,95,15,knn,8,True,True,0.085088330683682
rbf_unpaired,0.5,1.0,95,15,knn,8,True,True,0.08820992038249885
rbf_combined,0.5,1.0,95,15,knn,8,True,True,0.07824666144811665
matcomplete,0.5,1.0,95,15,na,0,True,True,0.09080110403906604
rbf_paired,0.5,1.0,95,16,knn,8,True,True,0.08861378103532143
rbf_unpaired,0.5,1.0,95,16,knn,8,True,True,0.09110239918375763
rbf_combined,0.5,1.0,95,16,knn,8,True,True,0.08204134769062875
matcomplete,0.5,1.0,95,16,na,0,True,True,0.08405426056903346
rbf_paired,0.5,1.0,95,17,knn,8,True,True,0.08481032029551525
rbf_unpaired,0.5,1.0,95,17,knn,8,True,True,0.08225921945337941
rbf_combined,0.5,1.0,95,17,knn,8,True,True,0.07310470655964424
matcomplete,0.5,1.0,95,17,na,0,True,True,0.09692915501607044
rbf_paired,0.5,1.0,95,18,knn,8,True,True,0.09007372999050559
rbf_unpaired,0.5,1.0,95,18,knn,8,True,True,0.10151104389137978
rbf_combined,0.5,1.0,95,18,knn,8,True,True,0.07659735512182445
