estimator,obs_prob,query_obs_prob,n_models,seed,predictor,mds_dim,bias_decomp,logit,mae
rbf_unpaired,0.3,1.0,95,17,ols,8,True,True,0.24072961943119806
rbf_combined,0.3,1.0,95,17,ols,8,True,True,0.1087172490527443
matcomplete,0.3,1.0,95,17,na,0,True,True,0.08944143919093946
rbf_paired,0.3,1.0,95,18,ols,8,True,True,0.17052811814692298
rbf_unpaired,0.3,1.0,95,18,ols,8,True,True,0.21596270845518328
rbf_combined,0.3,1.0,95,18,ols,8,True,True,0.09543058672684805
matcomplete,0.3,1.0,95,18,na,0,True,True,0.09451400387179346
rbf_paired,0.3,1.0,95,19,ols,8,True,True,0.23833970132373877
rbf_unpaired,0.3,1.0,95,19,ols,8,True,True,0.3475230495477105
rbf_combined,0.3,1.0,95,19,ols,8,True,True,0.11149983877895944
matcomplete,0.3,1.0,95,19,na,0,True,True,0.10020708420939987
rbf_paired,0.3,1.0,95,20,ols,8,True,True,0.1343208673204037
rbf_unpaired,0.3,1.0,95,20,ols,8,True,True,0.22929905069491663
rbf_combined,0.3,1.0,95,20,ols,8,True,True,0.09349910265249398
matcomplete,0.3,1.0,95,20,na,0,True,True,0.08898837891217062
rbf_paired,0.3,1.0,95,21,ols,8,True,True,0.16439330421076961
rbf_unpaired,0.3,1.0,95,21,ols,8,True,True,0.18216203958026214
rbf_combined,0.3,1.0,95,21,ols,8,True,True,0.11226745418177901
matcomplete,0.3,1.0,95,21,na,0,True,True,0.08026486930377502
rbf_paired,0.3,1.0,95,22,ols,8,True,True,0.17281403502394485
rbf_unpaired,0.3,1.0,95,22,ols,8,True,True,0.2951854109794158
rbf_combined,0.3,1.0,95,22,ols,8,True,True,0.11650854525357958
matcomplete,0.3,1.0,95,22,na,0,True,True,0.09179735392188118
rbf_paired,0.3,1.0,95,23,ols,8,True,True,0.1795747097853401
rbf_unpaired,0.3,1.0,95,23,ols,8,True,True,0.25880020950451615
rbf_combined,0.3,1.0,95,23,ols,8,True,True,0.11248664150125556
matcomplete,0.3,1.0,95,23,na,0,True,True,0.11949339659264781
rbf_paired,0.3,1.0,95,24,ols,8,True,True,0.1459163722317498
rbf_unpaired,0.3,1.0,95,24,ols,8,True,True,0.172478688212289
rbf_combined,0.3,1.0,95,24,ols,8,True,True,0.10250968870557146
matcomplete,0.3,1.0,95,24,na,0,True,True,0.08303407641224098
rbf_paired,0.3,1.0,95,0,ols,16,True,True,0.4204606385898684
rbf_unpaired,0.3,1.0,95,0,ols,16,True,True,0.4795106753708274
rbf_combined,0.3,1.0,95,0,ols,16,True,True,0.17454957591324735
matcomplete,0.3,1.0,95,0,na,0,True,True,0.12335190589155515
rbf_paired,0.3,1.0,95,1,ols,16,True,True,0.46834627400099516
rbf_unpaired,0.3,1.0,95,1,ols,16,True,True,0.41811589414015166
rbf_combined,0.3,1.0,95,1,ols,16,True,True,0.19920076870458722
matcomplete,0.3,1.0,95,1,na,0,True,True,0.10366171581369298
rbf_paired,0.3,1.0,95,2,ols,16,True,True,0.44316964615764864
rbf_unpaired,0.3,1.0,95,2,ols,16,True,True,0.33755177187639535
rbf_combined,0.3,1.0,95,2,ols,16,True,True,0.14139285659553164
matcomplete,0.3,1.0,95,2,na,0,True,True,0.08706442005117142
rbf_paired,0.3,1.0,95,3,ols,16,True,True,0.4384881954072657
rbf_unpaired,0.3,1.0,95,3,ols,16,True,True,0.3426703552590222
rbf_combined,0.3,1.0,95,3,ols,16,True,True,0.16305066932153423
matcomplete,0.3,1.0,95,3,na,0,True,True,0.0933105738421004
rbf_paired,0.3,1.0,95,4,ols,16,True,True,0.4387215679167889
rbf_unpaired,0.3,1.0,95,4,ols,16,True,True,0.4510419129506701
rbf_combined,0.3,1.0,95,4,ols,16,True,True,0.1379576028704459
matcomplete,0.3,1.0,95,4,na,0,True,True,0.11432483305600731
rbf_paired,0.3,1.0,95,5,ols,16,True,True,0.3434239944401139
rbf_unpaired,0.3,1.0,95,5,ols,16,True,True,0.3214963234471321
rbf_combined,0.3,1.0,95,5,ols,16,True,True,0.15963513234347654
matcomplete,0.3,1.0,95,5,na,0,True,True,0.08610135077480044
rbf_paired,0.3,1.0,95,6,ols,16,True,True,0.39828281211739297
rbf_unpaired,0.3,1.0,95,6,ols,16,True,True,0.3723065893305871
rbf_combined,0.3,1.0,95,6,ols,16,True,True,0.15584983577459002
matcomplete,0.3,1.0,95,6,na,0,True,True,0.10643422795842031
rbf_paired,0.3,1.0,95,7,ols,16,True,True,0.4438110491755811
rbf_unpaired,0.3,1.0,95,7,ols,16,True,True,0.3615930164237843
rbf_combined,0.3,1.0,95,7,ols,16,True,True,0.1554200289560953
matcomplete,0.3,1.0,95,7,na,0,True,True,0.12083588811586347
rbf_paired,0.3,1.0,95,8,ols,16,True,True,0.4284628375625258
rbf_unpaired,0.3,1.0,95,8,ols,16,True,True,0.38100384995245073
rbf_combined,0.3,1.0,95,8,ols,16,True,True,0.18315921779785332
matcomplete,0.3,1.0,95,8,na,0,True,True,0.09264889030240094
rbf_paired,0.3,1.0,95,9,ols,16,True,True,0.34107322129366835
rbf_unpaired,0.3,1.0,95,9,ols,16,True,True,0.35928955535915696
rbf_combined,0.3,1.0,95,9,ols,16,True,True,0.13423449081227312
matcomplete,0.3,1.0,95,9,na,0,True,True,0.08580522484678349
rbf_paired,0.3,1.0,95,10,ols,16,True,True,0.355821776279899
rbf_unpaired,0.3,1.0,95,10,ols,16,True,True,0.3720169770321164
rbf_combined,0.3,1.0,95,10,ols,16,True,True,0.1596946739769217
matcomplete,0.3,1.0,95,10,na,0,True,True,0.09056753491171576
rbf_paired,0.3,1.0,95,11,ols,16,True,True,0.3352392973522002
rbf_unpaired,0.3,1.0,95,11,ols,16,True,True,0.2616941538294266
rbf_combined,0.3,1.0,95,11,ols,16,True,True,0.16782749186499044
matcomplete,0.3,1.0,95,11,na,0,True,True,0.09446786335310685
rbf_paired,0.3,1.0,95,12,ols,16,True,True,0.36493000477295834
rbf_unpaired,0.3,1.0,95,12,ols,16,True,True,0.3374366720374659
rbf_combined,0.3,1.0,95,12,ols,16,True,True,0.1233350682794115
matcomplete,0.3,1.0,95,12,na,0,True,True,0.09851162053880068
rbf_paired,0.3,1.0,95,13,ols,16,True,True,0.42801587621564374
rbf_unpaired,0.3,1.0,95,13,ols,16,True,True,0.38830171952007875
rbf_combined,0.3,1.0,95,13,ols,16,True,True,0.1646550106302056
matcomplete,0.3,1.0,95,13,na,0,True,True,0.08423929013622178
rbf_paired,0.3,1.0,95,14,ols,16,True,True,0.3632915935566713
rbf_unpaired,0.3,1.0,95,14,ols,16,True,True,0.37066504482217544
rbf_combined,0.3,1.0,95,14,ols,16,True,True,0.13620239392502284
matcomplete,0.3,1.0,95,14,na,0,True,True,0.09117868063094882
rbf_paired,0.3,1.0,95,15,ols,16,True,True,0.3330390778347952
rbf_unpaired,0.3,1.0,95,15,ols,16,True,True,0.279895400639657
rbf_combined,0.3,1.0,95,15,ols,16,True,True,0.13631604964860441
matcomplete,0.3,1.0,95,15,na,0,True,True,0.10633678995838727
rbf_paired,0.3,1.0,95,16,ols,16,True,True,0.3838654650784211
rbf_unpaired,0.3,1.0,95,16,ols,16,True,True,0.2743012765043998
rbf_combined,0.3,1.0,95,16,ols,16,True,True,0.18376405174120947
matcomplete,0.3,1.0,95,16,na,0,True,True,0.08560053591354104
rbf_paired,0.3,1.0,95,17,ols,16,True,True,0.3329764843850711
rbf_unpaired,0.3,1.0,95,17,ols,16,True,True,0.2756540063177829
rbf_combined,0.3,1.0,95,17,ols,16,True,True,0.13219551453987857
matcomplete,0.3,1.0,95,17,na,0,True,True,0.08944143919093946
rbf_paired,0.3,1.0,95,18,ols,16,True,True,0.44568584469659467
rbf_unpaired,0.3,1.0,95,18,ols,16,True,True,0.4232299488763278
rbf_combined,0.3,1.0,95,18,ols,16,True,True,0.16815851819926936
matcomplete,0.3,1.0,95,18,na,0,True,True,0.09451400387179346
rbf_paired,0.3,1.0,95,19,ols,16,True,True,0.4674825253909018
rbf_unpaired,0.3,1.0,95,19,ols,16,True,True,0.4228815278098703
rbf_combined,0.3,1.0,95,19,ols,16,True,True,0.11784336562118487
matcomplete,0.3,1.0,95,19,na,0,True,True,0.10020708420939987
rbf_paired,0.3,1.0,95,20,ols,16,True,True,0.32412465533073626
rbf_unpaired,0.3,1.0,95,20,ols,16,True,True,0.3229041603475553
rbf_combined,0.3,1.0,95,20,ols,16,True,True,0.16079771396800283
matcomplete,0.3,1.0,95,20,na,0,True,True,0.08898837891217062
rbf_paired,0.3,1.0,95,21,ols,16,True,True,0.39657571185741547
rbf_unpaired,0.3,1.0,95,21,ols,16,True,True,0.3251877867442604
rbf_combined,0.3,1.0,95,21,ols,16,True,True,0.1502564598137953
matcomplete,0.3,1.0,95,21,na,0,True,True,0.08026486930377502
rbf_paired,0.3,1.0,95,22,ols,16,True,True,0.3753376748067695
rbf_unpaired,0.3,1.0,95,22,ols,16,True,True,0.408478717759299
rbf_combined,0.3,1.0,95,22,ols,16,True,True,0.13132730615351176
matcomplete,0.3,1.0,95,22,na,0,True,True,0.09179735392188118
rbf_paired,0.3,1.0,95,23,ols,16,True,True,0.4252144760992035
rbf_unpaired,0.3,1.0,95,23,ols,16,True,True,0.3820945886666961
rbf_combined,0.3,1.0,95,23,ols,16,True,True,0.14744158851712394
matcomplete,0.3,1.0,95,23,na,0,True,True,0.11949339659264781
rbf_paired,0.3,1.0,95,24,ols,16,True,True,0.3859478009756329
rbf_unpaired,0.3,1.0,95,24,ols,16,True,True,0.3477828604956541
rbf_combined,0.3,1.0,95,24,ols,16,True,True,0.12562580566366788
matcomplete,0.3,1.0,95,24,na,0,True,True,0.08303407641224098
rbf_paired,0.3,1.0,95,0,ols,32,True,True,0.4845725653010246
rbf_unpaired,0.3,1.0,95,0,ols,32,True,True,0.46190649905552245
rbf_combined,0.3,1.0,95,0,ols,32,True,True,0.2802982922808123
matcomplete,0.3,1.0,95,0,na,0,True,True,0.12335190589155515
rbf_paired,0.3,1.0,95,1,ols,32,True,True,0.4968767191352213
rbf_unpaired,0.3,1.0,95,1,ols,32,True,True,0.4952217088333618
rbf_combined,0.3,1.0,95,1,ols,32,True,True,0.26346138241371664
matcomplete,0.3,1.0,95,1,na,0,True,True,0.10366171581369298
rbf_paired,0.3,1.0,95,2,ols,32,True,True,0.5082449658923417
rbf_unpaired,0.3,1.0,95,2,ols,32,True,True,0.4934023628246827
rbf_combined,0.3,1.0,95,2,ols,32,True,True,0.2705350595849506
matcomplete,0.3,1.0,95,2,na,0,True,True,0.08706442005117142
rbf_paired,0.3,1.0,95,3,ols,32,True,True,0.44998056636307626
rbf_unpaired,0.3,1.0,95,3,ols,32,True,True,0.4857675788530756
rbf_combined,0.3,1.0,95,3,ols,32,True,True,0.3213840415734534
matcomplete,0.3,1.0,95,3,na,0,True,True,0.0933105738421004
rbf_paired,0.3,1.0,95,4,ols,32,True,True,0.4839356657385961
rbf_unpaired,0.3,1.0,95,4,ols,32,True,True,0.4184654843162433
rbf_combined,0.3,1.0,95,4,ols,32,True,True,0.26636660223441716
matcomplete,0.3,1.0,95,4,na,0,True,True,0.11432483305600731
rbf_paired,0.3,1.0,95,5,ols,32,True,True,0.46812828657955213
rbf_unpaired,0.3,1.0,95,5,ols,32,True,True,0.4174869041972943
rbf_combined,0.3,1.0,95,5,ols,32,True,True,0.23665132971820677
matcomplete,0.3,1.0,95,5,na,0,True,True,0.08610135077480044
rbf_paired,0.3,1.0,95,6,ols,32,True,True,0.5200495751131813
rbf_unpaired,0.3,1.0,95,6,ols,32,True,True,0.48502655849880344
rbf_combined,0.3,1.0,95,6,ols,32,True,True,0.3008113517129823
matcomplete,0.3,1.0,95,6,na,0,True,True,0.10643422795842031
rbf_paired,0.3,1.0,95,7,ols,32,True,True,0.48318746393495793
rbf_unpaired,0.3,1.0,95,7,ols,32,True,True,0.44073959879020086
rbf_combined,0.3,1.0,95,7,ols,32,True,True,0.296731690189013
matcomplete,0.3,1.0,95,7,na,0,True,True,0.12083588811586347
rbf_paired,0.3,1.0,95,8,ols,32,True,True,0.4357163443976066
rbf_unpaired,0.3,1.0,95,8,ols,32,True,True,0.44739327272074797
rbf_combined,0.3,1.0,95,8,ols,32,True,True,0.26562757313619284
matcomplete,0.3,1.0,95,8,na,0,True,True,0.09264889030240094
rbf_paired,0.3,1.0,95,9,ols,32,True,True,0.4885859424663593
rbf_unpaired,0.3,1.0,95,9,ols,32,True,True,0.45884445257411527
rbf_combined,0.3,1.0,95,9,ols,32,True,True,0.20922665097709897
matcomplete,0.3,1.0,95,9,na,0,True,True,0.08580522484678349
rbf_paired,0.3,1.0,95,10,ols,32,True,True,0.46744360082134806
rbf_unpaired,0.3,1.0,95,10,ols,32,True,True,0.4840885799712517
rbf_combined,0.3,1.0,95,10,ols,32,True,True,0.25623217412124305
matcomplete,0.3,1.0,95,10,na,0,True,True,0.09056753491171576
rbf_paired,0.3,1.0,95,11,ols,32,True,True,0.4373134164755849
rbf_unpaired,0.3,1.0,95,11,ols,32,True,True,0.4933453955448974
rbf_combined,0.3,1.0,95,11,ols,32,True,True,0.3030912982830895
matcomplete,0.3,1.0,95,11,na,0,True,True,0.09446786335310685
rbf_paired,0.3,1.0,95,12,ols,32,True,True,0.47778179397681075
rbf_unpaired,0.3,1.0,95,12,ols,32,True,True,0.4586761348137218
rbf_combined,0.3,1.0,95,12,ols,32,True,True,0.26892131844520417
matcomplete,0.3,1.0,95,12,na,0,True,True,0.09851162053880068
rbf_paired,0.3,1.0,95,13,ols,32,True,True,0.4865278662909542
rbf_unpaired,0.3,1.0,95,13,ols,32,True,True,0.49548506730293085
rbf_combined,0.3,1.0,95,13,ols,32,True,True,0.2784061225215484
matcomplete,0.3,1.0,95,13,na,0,True,True,0.08423929013622178
rbf_paired,0.3,1.0,95,14,ols,32,True,True,0.48440782678605726
rbf_unpaired,0.3,1.0,95,14,ols,32,True,True,0.48743640048188797
rbf_combined,0.3,1.0,95,14,ols,32,True,True,0.2657365238530917
matcomplete,0.3,1.0,95,14,na,0,True,True,0.09117868063094882
rbf_paired,0.3,1.0,95,15,ols,32,True,True,0.4278643518919936
rbf_unpaired,0.3,1.0,95,15,ols,32,True,True,0.3919470657494694
rbf_combined,0.3,1.0,95,15,ols,32,True,True,0.20483544925655398
matcomplete,0.3,1.0,95,15,na,0,True,True,0.10633678995838727
rbf_paired,0.3,1.0,95,16,ols,32,True,True,0.46592606512700513
rbf_unpaired,0.3,1.0,95,16,ols,32,True,True,0.44968609327241993
rbf_combined,0.3,1.0,95,16,ols,32,True,True,0.2698881390944848
matcomplete,0.3,1.0,95,16,na,0,True,True,0.08560053591354104
rbf_paired,0.3,1.0,95,17,ols,32,True,True,0.4821364255846776
rbf_unpaired,0.3,1.0,95,17,ols,32,True,True,0.4438328332774051
rbf_combined,0.3,1.0,95,17,ols,32,True,True,0.2206755533389285
matcomplete,0.3,1.0,95,17,na,0,True,True,0.08944143919093946
rbf_paired,0.3,1.0,95,18,ols,32,True,True,0.47804744231122426
rbf_unpaired,0.3,1.0,95,18,ols,32,True,True,0.4488258900494576
rbf_combined,0.3,1.0,95,18,ols,32,True,True,0.22252286556469975
matcomplete,0.3,1.0,95,18,na,0,True,True,0.09451400387179346
rbf_paired,0.3,1.0,95,19,ols,32,True,True,0.4633949648329716
rbf_unpaired,0.3,1.0,95,19,ols,32,True,True,0.45223063424312127
rbf_combined,0.3,1.0,95,19,ols,32,True,True,0.27744966784292785
matcomplete,0.3,1.0,95,19,na,0,True,True,0.10020708420939987
rbf_paired,0.3,1.0,95,20,ols,32,True,True,0.5218669871730739
rbf_unpaired,0.3,1.0,95,20,ols,32,True,True,0.47509760463427786
rbf_combined,0.3,1.0,95,20,ols,32,True,True,0.3341527140029413
matcomplete,0.3,1.0,95,20,na,0,True,True,0.08898837891217062
rbf_paired,0.3,1.0,95,21,ols,32,True,True,0.4827595224696122
rbf_unpaired,0.3,1.0,95,21,ols,32,True,True,0.4323419353810856
rbf_combined,0.3,1.0,95,21,ols,32,True,True,0.21095153798015107
matcomplete,0.3,1.0,95,21,na,0,True,True,0.08026486930377502
rbf_paired,0.3,1.0,95,22,ols,32,True,True,0.5278160483098411
rbf_unpaired,0.3,1.0,95,22,ols,32,True,True,0.4829806517108903
rbf_combined,0.3,1.0,95,22,ols,32,True,True,0.26819521229490373
matcomplete,0.3,1.0,95,22,na,0,True,True,0.09179735392188118
rbf_paired,0.3,1.0,95,23,ols,32,True,True,0.43823830071863107
rbf_unpaired,0.3,1.0,95,23,ols,32,True,True,0.39290707510563405
rbf_combined,0.3,1.0,95,23,ols,32,True,True,0.2231767414554859
matcomplete,0.3,1.0,95,23,na,0,True,True,0.11949339659264781
rbf_paired,0.3,1.0,95,24,ols,32,True,True,0.46163456985778306
rbf_unpaired,0.3,1.0,95,24,ols,32,True,True,0.4672974895107038
rbf_combined,0.3,1.0,95,24,ols,32,True,True,0.2615245396350751
matcomplete,0.3,1.0,95,24,na,0,True,True,0.08303407641224098
rbf_paired,0.3,1.0,95,0,knn,2,True,True,0.10615110114833431
rbf_unpaired,0.3,1.0,95,0,knn,2,True,True,0.10085292994016415
rbf_combined,0.3,1.0,95,0,knn,2,True,True,0.10355348805258124
matcomplete,0.3,1.0,95,0,na,0,True,True,0.12335190589155515
rbf_paired,0.3,1.0,95,1,knn,2,True,True,0.1131596628991575
rbf_unpaired,0.3,1.0,95,1,knn,2,True,True,0.10813035813646824
rbf_combined,0.3,1.0,95,1,knn,2,True,True,0.10338854629845674
matcomplete,0.3,1.0,95,1,na,0,True,True,0.10366171581369298
rbf_paired,0.3,1.0,95,2,knn,2,True,True,0.10977316506438861
rbf_unpaired,0.3,1.0,95,2,knn,2,True,True,0.10851009092362703
rbf_combined,0.3,1.0,95,2,knn,2,True,True,0.09509350694078107
matcomplete,0.3,1.0,95,2,na,0,True,True,0.08706442005117142
rbf_paired,0.3,1.0,95,3,knn,2,True,True,0.10244496499292603
rbf_unpaired,0.3,1.0,95,3,knn,2,True,True,0.0995887127750077
rbf_combined,0.3,1.0,95,3,knn,2,True,True,0.09815077268222225
matcomplete,0.3,1.0,95,3,na,0,True,True,0.0933105738421004
rbf_paired,0.3,1.0,95,4,knn,2,True,True,0.1033572080682723
rbf_unpaired,0.3,1.0,95,4,knn,2,True,True,0.10410352315858425
rbf_combined,0.3,1.0,95,4,knn,2,True,True,0.10606160388701016
matcomplete,0.3,1.0,95,4,na,0,True,True,0.11432483305600731
rbf_paired,0.3,1.0,95,5,knn,2,True,True,0.10208684434828148
rbf_unpaired,0.3,1.0,95,5,knn,2,True,True,0.1043291066631244
rbf_combined,0.3,1.0,95,5,knn,2,True,True,0.10316448368578762
matcomplete,0.3,1.0,95,5,na,0,True,True,0.08610135077480044
rbf_paired,0.3,1.0,95,6,knn,2,True,True,0.09514770855921167
rbf_unpaired,0.3,1.0,95,6,knn,2,True,True,0.09182789882073737
rbf_combined,0.3,1.0,95,6,knn,2,True,True,0.09404069161101387
matcomplete,0.3,1.0,95,6,na,0,True,True,0.10643422795842031
rbf_paired,0.3,1.0,95,7,knn,2,True,True,0.09365033758961487
rbf_unpaired,0.3,1.0,95,7,knn,2,True,True,0.09814101125173143
rbf_combined,0.3,1.0,95,7,knn,2,True,True,0.0955604244853499
matcomplete,0.3,1.0,95,7,na,0,True,True,0.12083588811586347
rbf_paired,0.3,1.0,95,8,knn,2,True,True,0.1070950605747403
rbf_unpaired,0.3,1.0,95,8,knn,2,True,True,0.11398225989595624
rbf_combined,0.3,1.0,95,8,knn,2,True,True,0.09816148987622494
matcomplete,0.3,1.0,95,8,na,0,True,True,0.09264889030240094
rbf_paired,0.3,1.0,95,9,knn,2,True,True,0.09732037240426127
rbf_unpaired,0.3,1.0,95,9,knn,2,True,True,0.09661718813417074
rbf_combined,0.3,1.0,95,9,knn,2,True,True,0.09768318508314791
matcomplete,0.3,1.0,95,9,na,0,True,True,0.08580522484678349
rbf_paired,0.3,1.0,95,10,knn,2,True,True,0.1070188062716018
rbf_unpaired,0.3,1.0,95,10,knn,2,True,True,0.10994364607814495
rbf_combined,0.3,1.0,95,10,knn,2,True,True,0.10615746642652892
matcomplete,0.3,1.0,95,10,na,0,True,True,0.09056753491171576
rbf_paired,0.3,1.0,95,11,knn,2,True,True,0.09416289201760031
rbf_unpaired,0.3,1.0,95,11,knn,2,True,True,0.09280746529664251
rbf_combined,0.3,1.0,95,11,knn,2,True,True,0.098154632413849
matcomplete,0.3,1.0,95,11,na,0,True,True,0.09446786335310685
rbf_paired,0.3,1.0,95,12,knn,2,True,True,0.10026606807670847
rbf_unpaired,0.3,1.0,95,12,knn,2,True,True,0.09545975649480294
rbf_combined,0.3,1.0,95,12,knn,2,True,True,0.09985109426793629
matcomplete,0.3,1.0,95,12,na,0,True,True,0.09851162053880068
rbf_paired,0.3,1.0,95,13,knn,2,True,True,0.12218673189002197
rbf_unpaired,0.3,1.0,95,13,knn,2,True,True,0.11845977107700034
rbf_combined,0.3,1.0,95,13,knn,2,True,True,0.10885078927433947
matcomplete,0.3,1.0,95,13,na,0,True,True,0.08423929013622178
rbf_paired,0.3,1.0,95,14,knn,2,True,True,0.10154445566078711
rbf_unpaired,0.3,1.0,95,14,knn,2,True,True,0.10301541426755885
rbf_combined,0.3,1.0,95,14,knn,2,True,True,0.09850169994512124
